vidId,frameNum,timestamp,detectedObjId,label,score,bbox
vid1,10,0.417083333,0,couch,0.177497983,"[0.0, 0.0, 224.0, 132.36651611328125]"
vid1,10,0.417083333,1,bowl,0.152170956,"[1.1878466606140137, 3.9358465671539307, 221.76673889160156, 113.63551330566406]"
vid1,10,0.417083333,2,sink,0.119883314,"[0.0, 8.474507331848145, 224.0, 131.56007385253906]"
vid1,10,0.417083333,3,dining table,0.114799194,"[1.8352526426315308, 7.7939982414245605, 224.0, 130.73204040527344]"
vid1,10,0.417083333,4,car,0.110414669,"[0.0, 0.0, 224.0, 123.91958618164062]"
vid1,10,0.417083333,5,cat,0.069828406,"[53.328182220458984, 0.0, 221.24302673339844, 126.53080749511719]"
vid1,10,0.417083333,6,cat,0.066288114,"[2.4989452362060547, 0.0, 161.95635986328125, 117.0570297241211]"
vid1,10,0.417083333,7,couch,0.053795252,"[0.0, 85.49398040771484, 224.0, 217.09999084472656]"
vid1,20,0.834166667,0,couch,0.180992931,"[0.0, 0.0, 224.0, 147.40562438964844]"
vid1,20,0.834166667,1,car,0.131564766,"[0.0, 0.0, 224.0, 143.93338012695312]"
vid1,20,0.834166667,2,sink,0.12025626,"[0.0, 8.598143577575684, 224.0, 131.7391815185547]"
vid1,20,0.834166667,3,dining table,0.11329826,"[1.621433138847351, 7.864169120788574, 224.0, 130.76255798339844]"
vid1,20,0.834166667,4,bowl,0.099407241,"[2.835136651992798, 4.526834964752197, 224.0, 126.17825317382812]"
vid1,20,0.834166667,5,cat,0.069758356,"[52.993324279785156, 0.0, 221.2381134033203, 127.04714965820312]"
vid1,20,0.834166667,6,cat,0.068057857,"[2.392911434173584, 0.0, 162.00234985351562, 116.9565658569336]"
vid1,30,1.25125,0,couch,0.181210294,"[0.0, 0.0, 224.0, 132.6575469970703]"
vid1,30,1.25125,1,bowl,0.125288635,"[1.7481200695037842, 3.126851797103882, 224.0, 111.47435760498047]"
vid1,30,1.25125,2,sink,0.117135026,"[0.0, 8.298323631286621, 224.0, 131.93235778808594]"
vid1,30,1.25125,3,car,0.113085695,"[0.0, 0.0, 224.0, 145.02574157714844]"
vid1,30,1.25125,4,dining table,0.111806244,"[1.5573546886444092, 7.716085910797119, 224.0, 130.7576141357422]"
vid1,30,1.25125,5,cat,0.068881683,"[52.87078857421875, 0.0, 221.20352172851562, 126.99232482910156]"
